categ_feature0,num_feature1,num_feature2,num_feature3,num_feature4,target
value4,1.0,8.0,0.0,-0.7,0.594
value5,1.0,3.6,0.0,-0.4,0.513
value5,-1.0,6.7,0.5,-0.4,0.562
value5,1.0,2.6,1.0,-0.5,0.577
value5,1.0,6.1,1.0,-0.4,0.664
value4,1.0,10.9,0.3,-0.5,0.545
value5,0.4,5.5,0.5,-0.5,0.785
value5,1.0,5.8,0.0,0.5,0.464
value4,1.0,2.6,0.0,-0.6,0.493
value5,1.0,7.3,0.8,-0.6,0.691
value4,1.0,4.5,0.1,-0.3,0.402
value5,1.0,6.0,0.0,0.3,0.46
value5,1.0,10.2,0.0,-0.6,0.685
value4,-1.0,3.4,0.0,-0.7,0.443
value5,1.0,10.3,1.0,0.9,0.675
value5,1.0,6.5,0.0,-0.2,0.618
value4,1.0,6.2,0.0,0.2,0.555
value5,-1.0,5.6,0.0,-0.0,0.561
value5,-0.0,4.7,0.9,-0.5,0.531
value5,0.8,4.8,1.0,0.7,0.769
value5,-0.8,6.6,1.0,-0.6,0.446
value5,-1.0,5.3,0.2,0.2,0.519
value5,-0.9,4.1,0.0,-0.5,0.706
value4,0.5,5.6,0.2,-0.4,0.646
value5,1.0,5.0,0.0,0.9,0.615
value5,1.0,7.0,0.6,0.0,0.564
value4,-0.9,3.3,0.1,-0.2,0.423
value5,-1.0,5.9,0.0,-0.3,0.644
value5,-1.0,4.0,0.4,-0.0,0.587
value5,0.5,3.1,1.0,-0.5,0.562
value4,1.0,6.0,0.0,0.0,0.563
value5,-0.5,4.8,0.0,0.5,0.549
value5,-1.0,4.6,0.0,0.0,0.713
value4,-1.0,4.1,0.0,-0.5,0.6
value5,-0.0,5.1,1.0,0.6,0.633
value5,1.0,2.4,0.6,-0.5,0.656
value5,1.0,5.0,0.7,-0.6,0.575
value5,1.0,-0.0,0.4,-0.4,0.808
value5,-1.0,6.2,0.5,0.0,0.862
value5,0.9,4.9,0.0,-0.5,0.762
value5,1.0,5.9,0.0,-0.4,0.732
value2,1.0,5.8,0.0,0.0,0.397
value5,1.0,3.2,0.5,0.0,0.806
value5,-1.0,4.5,0.0,-0.4,0.644
value5,1.0,6.6,0.6,0.5,0.711
value5,1.0,4.6,0.7,-0.6,0.475
value5,-0.5,3.2,0.9,-0.1,0.544
value5,0.0,5.3,0.2,-0.3,0.456
value3,1.0,8.8,0.0,-0.3,0.533
value4,1.0,8.3,0.9,-0.3,0.582
value4,0.7,-0.9,0.1,0.8,0.451
value5,1.0,4.0,0.8,0.0,0.645
value5,-1.0,4.5,0.0,-0.3,0.705
value5,-0.9,8.1,0.0,-0.6,0.514
value5,1.0,2.7,0.1,-0.5,0.443
value5,-1.0,3.8,0.0,-0.1,0.664
value5,-1.0,5.3,0.1,-0.1,0.55
value5,-1.0,5.1,0.1,-0.7,0.737
value5,-0.7,0.6,0.0,1.0,0.601
value5,-0.6,3.5,0.0,-0.5,0.548
value5,-1.0,7.5,0.2,0.9,0.598
value3,-0.8,0.7,0.6,-0.6,0.462
value5,1.0,5.0,0.4,0.0,0.501
value5,0.3,2.5,1.0,-0.6,0.671
value5,-1.0,5.1,0.3,-0.4,0.4
value5,0.2,4.6,0.0,-0.2,0.523
value4,0.6,5.5,0.0,-0.5,0.618
value5,0.2,5.1,0.7,-0.4,0.728
value1,1.0,5.5,0.3,-0.5,0.24
value5,0.5,3.5,0.0,-0.0,0.431
value5,0.3,5.0,0.1,-0.3,0.581
value4,1.0,2.4,0.0,0.6,0.531
value5,-1.0,5.5,0.6,-0.3,0.474
value5,1.0,4.2,0.5,0.2,0.453
value5,1.0,4.5,0.9,-0.5,0.71
value5,1.0,6.7,0.0,0.0,0.673
value5,0.2,2.5,0.0,0.4,0.657
value4,-1.0,3.5,0.3,-0.4,0.374
value4,0.4,5.7,0.2,-0.2,0.312
value5,0.9,6.5,0.0,-0.1,0.566
value5,1.0,4.1,0.2,0.1,0.654
value4,-0.2,3.5,0.3,-0.4,0.646
value5,1.0,5.4,0.0,1.0,0.672
value4,-1.0,3.8,0.2,-0.6,0.347
value4,-1.0,7.7,0.0,-0.4,0.371
value5,1.0,5.8,0.0,-0.5,0.663
value4,1.0,4.0,0.0,0.7,0.464
value4,-0.5,6.2,0.0,-0.6,0.331
value5,-1.0,5.7,0.7,0.3,0.586
value5,1.0,3.4,0.1,-0.3,0.558
value5,-0.9,8.3,0.1,-0.2,0.394
value5,1.0,6.7,0.0,0.9,0.665
value5,1.0,4.0,0.1,-0.7,0.558
value4,1.0,4.9,0.6,-0.4,0.489
value4,1.0,5.9,0.2,-0.3,0.688
value5,1.0,3.6,0.0,-0.1,0.447
value5,1.0,5.3,0.7,-0.5,0.694
value4,1.0,3.6,1.0,-0.6,0.499
value5,0.6,10.6,0.0,-0.7,0.589
value5,1.0,2.7,0.7,-0.6,0.877
value4,0.6,3.8,0.9,-0.4,0.456
value1,1.0,4.5,0.5,-0.1,0.555
value5,-0.9,2.0,0.2,-0.1,0.526
value5,1.0,4.0,0.7,-0.3,0.663
value5,-1.0,5.1,0.1,1.0,0.577
value5,1.0,5.4,0.9,1.0,0.61
value5,-1.0,5.0,0.5,0.4,0.547
value5,-1.0,6.4,0.4,-0.2,0.609
value5,-1.0,4.6,0.6,-0.5,0.694
value5,1.0,4.1,0.7,-0.5,0.672
value5,0.5,3.4,0.0,-0.6,0.55
value5,-1.0,4.3,0.2,-0.5,0.583
value5,-1.0,4.4,0.8,-0.2,0.617
value5,0.6,2.2,0.6,0.2,0.76
value5,-1.0,5.6,0.0,0.0,0.615
value5,-0.6,5.9,0.0,-0.1,0.788
value4,-0.8,3.4,0.1,0.1,0.557
value4,1.0,3.5,0.3,-0.3,0.446
value5,-0.7,5.1,0.1,0.2,0.495
value5,-0.5,2.0,1.0,-0.6,0.616
value5,-1.0,5.6,0.0,-0.7,0.79
value5,1.0,2.8,0.0,-0.6,0.412
value5,-1.0,8.5,0.0,-0.2,0.484
value5,0.4,2.1,0.0,1.0,0.77
value2,1.0,7.0,0.0,-0.5,0.392
value5,-0.7,6.4,0.0,0.2,0.599
value1,-0.3,2.8,0.0,-0.7,0.358
value5,1.0,8.3,1.0,-0.3,0.648
value5,1.0,7.3,0.4,-0.2,0.434
value5,1.0,3.8,0.7,-0.5,0.475
value3,-1.0,4.9,0.0,-0.7,0.459
value4,-1.0,6.9,0.0,-0.6,0.683
value5,0.9,5.5,0.7,0.8,0.565
value4,1.0,1.9,0.3,-0.4,0.404
value5,-0.9,3.7,0.1,-0.3,0.63
value5,-0.4,2.0,0.0,-0.2,0.641
value5,-1.0,6.2,0.0,-0.2,0.746
value5,1.0,11.8,0.1,-0.5,0.459
value4,-1.0,5.5,0.0,-0.0,0.545
value5,-1.0,6.4,0.2,-0.6,0.486
value4,1.0,6.9,0.0,-0.5,0.633
value5,-1.0,2.9,0.2,-0.5,0.517
value5,-1.0,5.0,0.7,0.1,0.444
value5,-1.0,7.3,0.0,0.8,0.669
value5,1.0,4.0,0.6,-0.6,0.502
value5,-1.0,4.5,0.1,0.9,0.491
value5,-0.9,3.6,0.2,1.0,0.383
value5,-1.0,4.6,0.4,0.5,0.626
value5,1.0,0.7,0.0,-0.2,0.493
value5,0.3,5.9,0.6,0.8,0.681
value5,0.4,5.3,0.8,-0.6,0.555
value5,-0.9,3.4,0.0,0.2,0.634
value5,1.0,4.9,0.0,-0.2,0.721
value5,1.0,5.2,0.1,-0.4,0.559
value5,-1.0,5.0,0.7,-0.5,0.339
value4,-1.0,1.8,0.6,-0.4,0.628
value5,-0.9,3.4,0.0,0.3,0.881
value5,0.3,1.6,0.0,0.0,0.647
value5,1.0,4.3,0.1,-0.2,0.485
value5,1.0,2.1,0.0,0.6,0.584
value5,-1.0,5.8,0.0,-0.5,0.582
value5,-0.7,7.5,0.0,-0.2,0.668
value5,0.3,4.1,0.0,-0.5,0.556
value5,-1.0,3.1,0.0,0.3,0.541
value5,1.0,4.0,1.0,0.9,0.749
value4,-0.9,2.9,0.0,0.3,0.481
value5,1.0,5.7,0.0,-0.6,0.734
value5,-0.8,6.5,1.0,-0.6,0.72
value5,-1.0,4.0,0.8,-0.5,0.509
value5,0.5,3.4,0.0,0.4,0.578
value5,1.0,5.4,0.0,-0.1,0.722
value4,1.0,5.2,0.2,-0.6,0.385
value5,-1.0,5.7,0.3,-0.2,0.598
value5,-1.0,7.8,0.7,-0.3,0.53
value2,-1.0,5.5,0.0,0.1,0.316
value2,1.0,5.4,0.0,-0.3,0.302
value4,0.4,3.5,0.9,0.8,0.637
value5,-1.0,4.2,0.0,-0.3,0.621
value5,1.0,6.5,0.8,-0.5,0.484
value4,-1.0,5.9,0.6,-0.6,0.593
value5,0.9,4.6,0.3,-0.4,0.618
value5,1.0,4.7,0.4,-0.6,0.565
value5,1.0,4.8,0.1,0.7,0.562
value5,-1.0,4.2,0.0,-0.0,0.555
value5,-0.9,7.3,0.0,-0.4,0.612
value5,-1.0,3.8,0.0,-0.7,0.405
value5,-0.6,6.2,0.0,0.3,0.759
value5,-0.9,3.9,0.0,-0.3,0.695
value4,1.0,6.2,0.9,-0.5,0.596
value5,-1.0,3.4,0.1,-0.2,0.629
value5,1.0,6.4,0.1,1.0,0.742
value5,1.0,2.3,0.6,-0.5,0.662
value5,-1.0,3.4,0.0,-0.2,0.568
value5,0.6,7.1,0.0,-0.4,0.656
value5,-1.0,4.7,0.0,0.9,0.619
value5,0.8,4.1,0.3,0.4,0.828
value5,0.8,6.9,0.2,0.2,0.789
value5,-1.0,4.5,0.0,-0.5,0.47
value5,-0.1,6.3,0.0,-0.4,0.57
value4,1.0,2.9,0.0,-0.7,0.659
value5,1.0,8.2,0.1,-0.6,0.543
value5,-1.0,7.4,0.0,-0.6,0.5
value5,-1.0,6.3,0.4,0.0,0.599
value5,-1.0,5.8,0.1,-0.4,0.469
value5,1.0,5.1,1.0,-0.4,0.495
value5,1.0,6.1,0.9,-0.6,0.794
value1,0.6,6.5,0.0,-0.3,0.567
value5,-0.9,6.0,0.2,-0.5,0.453
value5,1.0,3.2,0.9,-0.6,0.526
value5,-0.4,4.5,0.0,-0.3,0.618
value5,0.3,5.4,0.3,0.7,0.57
value4,0.9,1.6,0.1,-0.3,0.421
value4,1.0,4.1,1.0,0.2,0.555
value5,1.0,3.2,0.1,-0.4,0.528
value5,1.0,5.0,0.1,-0.3,0.447
value5,-1.0,4.3,1.0,1.0,0.611
value3,1.0,4.8,0.8,-0.6,0.457
value4,0.7,5.0,0.1,-0.5,0.492
value5,0.7,5.9,0.0,-0.7,0.443
value5,0.5,6.4,0.0,-0.1,0.714
value4,0.9,4.0,0.1,-0.7,0.441
value4,1.0,7.1,1.0,0.1,0.809
value5,-1.0,0.5,0.4,-0.5,0.487
value4,1.0,3.5,0.2,-0.5,0.635
value5,1.0,8.6,0.1,-0.7,0.581
value5,0.5,2.3,0.8,0.1,0.527
value5,-1.0,4.8,0.0,-0.4,0.531
value5,-1.0,5.2,0.0,-0.3,0.503
value2,1.0,5.7,0.3,1.0,0.415
value5,1.0,9.2,0.1,0.2,0.69
value5,1.0,2.8,0.2,-0.5,0.651
value4,1.0,0.5,0.1,-0.1,0.454
value5,-1.0,2.6,0.2,-0.2,0.524
value5,-1.0,5.1,0.0,-0.3,0.454
value5,-1.0,3.1,0.0,-0.1,0.368
value4,0.5,4.2,0.0,0.0,0.695
value5,-1.0,3.4,1.0,0.4,0.601
value5,-1.0,5.2,0.9,0.9,0.401
value5,0.1,3.6,0.2,-0.0,0.682
value5,1.0,3.1,0.0,-0.2,0.738
value5,0.1,6.6,0.0,-0.3,0.709
value5,0.0,6.1,0.0,-0.3,0.684
value5,-1.0,2.6,0.0,-0.6,0.619
value5,-1.0,2.9,0.1,-0.5,0.492
value5,-0.6,8.7,0.8,-0.6,0.399
value4,-1.0,7.4,0.0,-0.7,0.595
value4,-1.0,6.4,1.0,-0.1,0.792
value5,1.0,5.0,0.0,-0.3,0.845
value5,0.9,5.2,0.0,-0.5,0.481
value5,-0.5,2.1,0.0,0.8,0.636
value5,1.0,6.2,0.0,1.0,0.522
value5,-1.0,6.3,0.0,-0.7,0.452
value5,1.0,6.4,0.6,-0.2,0.671
value5,-1.0,7.1,0.0,-0.5,0.494
value5,-1.0,0.3,0.4,-0.5,0.712
value5,1.0,4.8,0.0,0.4,0.535
value5,-1.0,0.9,0.0,-0.6,0.534
value5,-1.0,4.9,0.0,-0.4,0.498
value4,1.0,0.2,0.0,-0.7,0.507
value5,-1.0,6.0,0.0,-0.7,0.555
value5,1.0,5.7,0.0,-0.7,0.494
value5,1.0,6.6,0.3,-0.5,0.681
value5,1.0,3.8,0.0,0.2,0.801
value5,-0.2,5.1,0.0,0.9,0.259
value5,-0.5,4.2,1.0,-0.1,0.725
value5,-0.3,6.5,0.8,-0.2,0.432
value5,-1.0,7.2,0.8,0.7,0.64
value4,0.9,5.4,0.1,-0.4,0.455
value5,0.4,7.1,0.0,-0.1,0.386
value5,-1.0,4.5,0.1,-0.5,0.513
value5,-1.0,5.4,0.0,0.8,0.802
value5,-1.0,2.3,0.0,0.6,0.587
value5,0.8,6.2,0.1,-0.0,0.795
value4,1.0,6.9,0.1,0.0,0.659
value5,-0.6,1.4,0.1,-0.4,0.448
value1,-0.0,3.0,0.0,-0.2,0.431
value5,1.0,4.3,0.9,-0.5,0.543
value5,-1.0,6.5,0.3,0.2,0.64
value5,-1.0,4.1,0.0,0.7,0.653
value5,1.0,5.4,0.0,-0.7,0.632
value5,1.0,4.0,0.1,-0.3,0.562
value3,-1.0,5.5,0.0,-0.7,0.562
value5,-1.0,5.3,0.9,0.6,0.571
value5,0.2,6.4,0.0,-0.2,0.716
value5,1.0,6.5,1.0,-0.5,0.649
value4,1.0,5.8,0.0,-0.4,0.693
value5,-1.0,3.1,0.0,-0.4,0.608
value5,-1.0,6.4,0.0,0.7,0.587
value5,1.0,5.3,0.7,-0.6,0.616
value5,1.0,4.4,0.0,-0.6,0.438
value5,1.0,3.0,0.0,-0.3,0.603
value5,-1.0,5.1,0.1,-0.4,0.516
value4,-0.3,6.1,0.0,-0.1,0.566
value2,-1.0,6.0,0.1,-0.2,0.252
value5,-1.0,3.5,0.1,-0.4,0.518
value4,0.8,5.3,0.2,0.8,0.581
value3,-0.5,4.9,0.0,-0.3,0.58
value5,1.0,1.2,0.0,-0.6,0.55
value5,0.2,7.5,0.0,1.0,0.873
value5,-1.0,5.0,0.2,-0.5,0.629
value5,1.0,4.8,0.9,0.6,0.593
value5,-1.0,6.8,0.1,-0.1,0.578
value4,-1.0,4.1,0.1,-0.5,0.5
value5,-0.9,6.0,0.0,0.6,0.679
value1,-0.6,7.7,0.0,-0.1,0.508
value5,-0.7,5.2,0.0,-0.7,0.463
value4,1.0,4.9,0.1,-0.4,0.349
value5,0.4,4.4,0.5,0.2,0.708
value5,1.0,6.2,0.0,0.9,0.658
value4,-1.0,6.8,0.4,-0.2,0.673
value5,1.0,6.8,0.1,0.1,0.383
value5,1.0,5.3,1.0,0.1,1.0
value5,0.9,5.6,0.5,-0.0,0.603
value5,-1.0,1.6,0.0,0.5,0.645
value4,-1.0,3.2,0.9,-0.4,0.537
value5,-1.0,2.5,0.2,1.0,0.564
value3,1.0,3.5,0.4,-0.4,0.591
value5,-1.0,6.6,0.2,1.0,0.534
value5,0.7,4.4,0.0,-0.4,0.799
value5,-1.0,3.1,0.0,-0.6,0.531
value5,0.9,5.4,0.4,-0.5,0.631
value5,-1.0,4.5,0.0,-0.3,0.414
value5,0.4,3.6,0.8,-0.6,0.57
value5,-0.1,2.1,0.0,0.2,0.4
value4,1.0,5.2,0.0,-0.1,0.506
value5,1.0,5.1,1.0,0.9,0.574
value5,0.2,2.2,0.1,0.1,0.52
value5,0.7,6.0,0.1,0.3,0.643
value5,1.0,5.5,0.6,-0.0,0.602
value5,-1.0,4.2,0.0,-0.7,0.394
value4,1.0,4.0,0.9,-0.5,0.633
value4,-0.2,6.1,0.1,-0.3,0.322
value4,-0.9,2.6,0.0,-0.5,0.419
value4,1.0,6.2,0.5,-0.4,0.652
value1,1.0,4.2,0.1,0.3,0.396
value5,-1.0,5.8,0.6,-0.2,0.67
value4,-1.0,5.1,1.0,0.9,0.565
value5,-1.0,3.0,1.0,-0.0,0.665
value5,-0.7,5.0,0.0,-0.4,0.535
value4,-0.9,4.4,0.1,-0.3,0.422
value5,-1.0,3.7,0.0,0.0,0.581
value4,1.0,5.3,0.0,-0.3,0.461
value5,-1.0,6.8,0.0,-0.5,0.601
value5,-1.0,4.0,0.0,0.8,0.576
value4,-1.0,4.6,0.1,-0.4,0.453
value5,1.0,2.6,0.4,-0.4,0.624
value5,1.0,7.9,0.0,0.2,0.642
value5,1.0,4.7,0.7,-0.3,0.665
value5,1.0,5.0,0.1,-0.4,0.417
value5,0.2,5.2,0.0,0.2,0.639
value5,-1.0,4.7,0.0,0.9,0.604
value5,0.7,3.5,0.0,-0.2,0.452
value5,-1.0,5.9,0.1,0.0,0.476
value5,-1.0,9.8,0.1,0.6,0.775
value5,1.0,8.7,0.9,-0.3,0.461
value5,-1.0,5.4,0.0,-0.7,0.601
value5,1.0,5.0,0.7,-0.4,0.409
value5,1.0,2.9,0.0,-0.4,0.761
value4,1.0,4.5,0.1,1.0,0.65
value5,-1.0,1.8,0.5,-0.4,0.456
value5,1.0,2.5,0.9,-0.5,0.38
value5,0.9,3.7,0.8,-0.1,0.842
value4,1.0,4.9,0.3,-0.6,0.772
value5,-1.0,6.3,0.0,-0.7,0.517
value5,0.8,5.5,0.1,-0.6,0.635
value5,-1.0,9.3,0.0,-0.3,0.478
value5,-0.9,7.0,0.0,-0.4,0.474
value5,-1.0,4.7,0.0,-0.5,0.635
value4,0.5,4.5,0.0,-0.3,0.448
value5,-1.0,5.7,0.2,-0.4,0.656
value5,1.0,5.0,0.0,-0.3,0.566
value5,-1.0,7.9,1.0,-0.3,0.673
value5,1.0,5.1,0.0,-0.2,0.394
value5,-0.9,4.8,0.0,0.9,0.509
value5,-1.0,4.9,0.0,-0.6,0.575
value5,1.0,8.7,0.3,1.0,0.377
value5,1.0,8.1,0.7,-0.3,0.741
value4,1.0,1.8,1.0,-0.5,0.511
value3,1.0,7.9,0.0,-0.6,0.415
value5,-1.0,2.7,0.1,-0.5,0.636
value5,1.0,4.6,0.0,0.3,0.663
value1,1.0,6.5,0.5,-0.4,0.634
value5,-1.0,4.2,0.9,-0.5,0.596
value5,0.9,4.9,0.0,0.9,0.586
value4,1.0,4.6,0.1,0.0,0.556
value5,-1.0,5.3,0.1,-0.2,0.505
value5,-0.8,5.1,0.5,-0.5,0.468
value4,-1.0,3.8,0.0,1.0,0.502
value4,-1.0,3.8,0.0,-0.0,0.311
value5,1.0,5.4,0.8,-0.5,0.604
value5,-1.0,4.2,0.0,0.0,0.589
value5,1.0,3.6,0.1,-0.5,0.524
value5,-1.0,5.4,0.1,-0.6,0.441
value5,-1.0,4.9,0.2,0.9,0.558
value5,-0.9,2.1,0.1,-0.5,0.769
value4,1.0,6.3,0.0,-0.1,0.34
value5,0.2,4.8,0.6,-0.1,0.659
value5,0.8,7.5,0.1,0.4,0.726
value5,-1.0,3.9,0.7,-0.5,0.651
value5,-1.0,4.7,0.0,-0.2,0.723
value5,0.4,5.0,0.1,1.0,0.798
value5,1.0,3.6,0.5,-0.4,0.683
value4,1.0,3.8,0.2,-0.4,0.405
value5,1.0,3.4,0.3,-0.4,0.478
value5,1.0,5.3,0.0,0.6,0.551
value5,0.4,6.3,0.0,-0.7,0.289
value5,1.0,4.3,1.0,-0.6,0.667
value5,-1.0,5.5,0.1,-0.1,0.38
value5,1.0,4.3,0.2,-0.2,0.635
value5,0.6,4.9,0.0,-0.1,0.37
value4,-1.0,5.3,0.1,-0.1,0.418
value4,1.0,6.3,0.1,0.9,0.457
value4,1.0,3.7,0.3,0.2,0.367
value5,-0.3,3.1,0.7,-0.5,0.611
value4,-1.0,5.7,0.8,-0.1,0.547
value5,0.2,7.4,0.0,-0.0,0.826
value5,-1.0,3.2,0.1,0.3,0.737
value5,-1.0,4.0,0.0,-0.7,0.421
value5,-1.0,3.3,0.0,-0.2,0.533
value5,-1.0,2.7,0.0,0.7,0.473
value5,-0.9,2.6,0.0,-0.3,0.538
value5,1.0,-1.0,1.0,-0.4,0.641
value5,1.0,6.5,0.1,-0.7,0.581
value5,1.0,2.6,0.1,0.1,0.652
value5,-0.9,5.0,0.6,-0.3,0.55
value5,-0.9,5.0,0.6,0.2,0.643
value5,-1.0,5.9,0.6,-0.5,0.651
value5,-1.0,6.2,0.1,-0.2,0.666
value5,1.0,5.3,0.6,0.5,0.659
value5,1.0,0.4,1.0,-0.2,0.658
value5,-1.0,5.2,0.1,-0.5,0.637
value5,-1.0,7.5,0.0,-0.1,0.489
value5,-1.0,7.3,0.1,0.8,0.661
value5,1.0,5.0,0.0,-0.4,0.74
value5,-1.0,2.5,0.3,0.6,0.47
value5,-1.0,5.5,0.0,-0.4,0.6
value4,-1.0,6.0,0.4,-0.5,0.476
value5,0.8,5.5,1.0,0.0,0.837
value3,-0.1,4.7,0.1,0.1,0.508
